"","route","day","rec_stops","rec_earl_stops","rec_canc_stops","pct_earl_trips","pct_canc_trips","sum_earl_hours","sum_canc_hours"
"50","57","4_11",4379,1959,1,0.447362411509477,0.000228362639872117,67.5833333333333,0.35
"51","58","4_11",4471,1745,0,0.390292999329009,0,35.5833333333333,0
"52","59","4_11",1329,518,0,0.389766741911211,0,36.45,0
"53","60","4_11",3201,997,0,0.31146516713527,0,7.15,0
"54","61","4_11",2047,358,0,0.174890083048363,0,4.5,0
"55","62","4_11",239,107,0,0.447698744769874,0,14,0
"56","64","4_11",2243,1019,0,0.454302273740526,0,20.05,0
"57","65","4_11",3495,1217,0,0.348211731044349,0,34.3333333333333,0
"58","66","4_11",3535,1089,0,0.308062234794908,0,26.75,0
"59","67","4_11",3261,1223,0,0.375038331800061,0,53.5333333333333,0
"60","68","4_11",922,264,0,0.286334056399132,0,20.0333333333333,0
"61","70","4_11",3499,1487,0,0.424978565304373,0,13.6666666666667,0
"62","73","4_11",1137,140,0,0.123131046613896,0,3.75,0
"63","75","4_11",1254,334,0,0.266347687400319,0,2.66666666666667,0
"64","77","4_11",507,174,0,0.343195266272189,0,0.566666666666667,0
"65","78","4_11",13,2,0,0.153846153846154,0,2,0
"66","79","4_11",1143,314,0,0.274715660542432,0,35.1166666666667,0
"67","80","4_11",83,8,0,0.0963855421686747,0,0,0
"68","84","4_11",2212,593,0,0.268083182640145,0,14.1833333333333,0
"69","88","4_11",1383,418,0,0.302241503976862,0,6.08333333333333,0
"70","89","4_11",1633,395,0,0.241886099203919,0,12.0833333333333,0
"71","BLVDDIR","4_11",346,131,0,0.378612716763006,0,0,0
"72",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","G","4_11",5953,1933,27,0.324710230136066,0.00453552830505627,29.8833333333333,15.75
"74","H","4_11",2145,885,0,0.412587412587413,0,2.75,0
"75","J","4_11",1663,391,0,0.235117257967529,0,0.533333333333333,0
"76","K","4_11",3656,1478,0,0.404266958424508,0,13.15,0
"77","L","4_11",3276,794,0,0.242368742368742,0,14.7333333333333,0
"78",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","R","4_11",3703,1131,0,0.305428031325952,0,44.5,0
"80","XH","4_11",1725,993,0,0.575652173913043,0,35.8666666666667,0
"81","10","4_11",1819,474,0,0.260582737768004,0,21.4833333333333,0
"82","15","4_11",4059,1518,0,0.373983739837398,0,122.4,0
"83","204","4_11",228,23,0,0.100877192982456,0,0,0
"84","310","4_11",237,75,0,0.316455696202532,0,23.2,0
"85","311","4_11",230,65,0,0.282608695652174,0,17.0833333333333,0
"86",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","LUCYGO","4_11",231,32,0,0.138528138528139,0,5.5,0
"88","LUCYGR","4_11",79,5,0,0.0632911392405063,0,0,0
"89","11","4_11",1882,1144,0,0.607863974495218,0,0,0
"90","13","4_11",2143,852,0,0.397573495100327,0,0,0
"91","34","4_11",1298,478,0,0.368258859784284,0,0,0
"92","36","4_11",2781,1115,0,0.400934915498022,0,0,0
"93",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","90","4_11",388,131,0,0.337628865979381,0,1.93333333333333,0
"95",NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","92","4_11",347,6,0,0.0172910662824208,0,0,0
"97","93","4_11",917,55,0,0.0599781897491821,0,1.06666666666667,0
"98","94","4_11",270,77,0,0.285185185185185,0,0.833333333333333,0
"99","95","4_11",339,111,0,0.327433628318584,0,0.4,0
"100","96","4_11",704,211,0,0.299715909090909,0,5.16666666666667,0
"101","97","4_11",520,101,0,0.194230769230769,0,5.26666666666667,0
"102","98","4_11",464,81,0,0.174568965517241,0,1.3,0
"103","99","4_11",775,36,0,0.0464516129032258,0,0,0
"104","124","4_11",523,24,0,0.0458891013384321,0,0,0
"105","127","4_11",347,22,0,0.0634005763688761,0,0,0
"106","128","4_11",397,16,0,0.0403022670025189,0,0,0
"107","129","4_11",577,53,0,0.0918544194107452,0,0,0
"108","130","4_11",452,55,0,0.121681415929204,0,5.5,0
"109","131","4_11",482,95,0,0.197095435684647,0,3.5,0
"110","132","4_11",354,14,0,0.0395480225988701,0,0,0
"111","133","4_11",48,0,0,0,0,0,0
"112","135","4_11",330,0,0,0,0,0,0
"113","139","4_11",453,93,0,0.205298013245033,0,2.45,0
"114",NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","201","4_11",101,3,0,0.0297029702970297,0,0,0
"116","206","4_11",130,32,0,0.246153846153846,0,0,0
"117","101","4_11",568,91,0,0.160211267605634,0,5.46666666666667,0
"118","102","4_11",517,109,0,0.210831721470019,0,4.9,0
"119","103","4_11",464,119,0,0.256465517241379,0,0,0
"120","104","4_11",2354,977,0,0.415038232795242,0,86.0666666666667,0
"121","105","4_11",233,37,0,0.158798283261803,0,0,0
"122","106","4_11",576,107,0,0.185763888888889,0,0.766666666666667,0
"123","107","4_11",579,90,0,0.155440414507772,0,4.81666666666667,0
"124","108","4_11",2715,516,0,0.190055248618785,0,22.15,0
"125","109","4_11",2379,479,0,0.201345102984447,0,2.1,0
"126","110","4_11",500,253,0,0.506,0,8.86666666666667,0
"127","111","4_11",672,181,0,0.269345238095238,0,3.58333333333333,0
"128","112","4_11",411,161,0,0.391727493917275,0,32.25,0
"129","113","4_11",2146,148,5,0.0689655172413793,0.00232991612301957,0,1.73333333333333
"130","114","4_11",946,285,0,0.301268498942918,0,0.75,0
"131","115","4_11",910,262,0,0.287912087912088,0,123.8,0
"132","117","4_11",982,332,2,0.338085539714868,0.00203665987780041,2.16666666666667,0
"133","118","4_11",526,122,0,0.231939163498099,0,3.33333333333333,0
"134","119","4_11",502,205,0,0.408366533864542,0,22.2333333333333,0
"135","120","4_11",251,19,0,0.0756972111553785,0,8.66666666666667,0
"136","123","4_11",212,22,0,0.10377358490566,0,0,0
"137","125","4_11",592,74,0,0.125,0,1.13333333333333,0
"138","126","4_11",544,81,0,0.148897058823529,0,0.666666666666667,0
