816402,106,0,null,999,1649863774,1.0
816410,106,0,null,999,1649882003,1.0
816613,107,0,null,999,1649850624,1.0
816625,107,0,null,999,1649845472,0.543859649122807
816625,107,0,null,999,1649845672,0.543859649122807
816625,107,0,null,999,1649845505,0.543859649122807
816625,107,0,null,999,1649846542,0.543859649122807
816625,107,0,null,999,1649845705,0.543859649122807
816625,107,0,null,999,1649846783,0.543859649122807
816625,107,0,19232,999,1649844804,0.543859649122807
816625,107,0,null,999,1649846424,0.543859649122807
816625,107,0,null,999,1649846814,0.543859649122807
816625,107,0,null,999,1649845302,0.543859649122807
816625,107,0,null,999,1649846153,0.543859649122807
816625,107,0,null,999,1649845712,0.543859649122807
816625,107,0,null,999,1649846225,0.543859649122807
816625,107,0,null,999,1649845464,0.543859649122807
816625,107,0,null,999,1649846793,0.543859649122807
816625,107,0,19232,999,1649844814,0.543859649122807
816625,107,0,null,999,1649845852,0.543859649122807
816625,107,0,null,999,1649845845,0.543859649122807
816625,107,0,null,999,1649846632,0.543859649122807
816625,107,0,null,999,1649846976,0.543859649122807
816625,107,0,null,999,1649846252,0.543859649122807
816625,107,0,null,999,1649846287,0.543859649122807
816625,107,0,null,999,1649846656,0.543859649122807
816625,107,0,null,999,1649846133,0.543859649122807
816625,107,0,null,999,1649845943,0.543859649122807
816625,107,0,null,999,1649846292,0.543859649122807
816625,107,0,null,999,1649846872,0.543859649122807
816625,107,0,null,999,1649846738,0.543859649122807
816625,107,0,null,999,1649845992,0.543859649122807
816625,107,0,null,999,1649845575,0.543859649122807
816625,107,0,null,999,1649846084,0.543859649122807
816832,108,3066,null,999,1649856224,0.15584415584415584
816832,108,3462,null,999,1649855932,0.15584415584415584
816832,108,3462,null,999,1649856358,0.15584415584415584
816832,108,3462,null,999,1649856142,0.15584415584415584
816832,108,3462,null,999,1649855718,0.15584415584415584
816832,108,3462,null,999,1649856223,0.15584415584415584
816832,108,3066,null,999,1649856038,0.15584415584415584
816832,108,3462,null,999,1649855853,0.15584415584415584
816832,108,3066,null,999,1649856157,0.15584415584415584
816832,108,3066,null,999,1649856342,0.15584415584415584
816832,108,3462,null,999,1649855924,0.15584415584415584
816832,108,3066,null,999,1649855473,0.15584415584415584
816832,108,3066,null,999,1649855474,0.15584415584415584
816832,108,3462,null,999,1649855922,0.15584415584415584
816832,108,3066,null,999,1649855712,0.15584415584415584
816832,108,3066,null,999,1649856152,0.15584415584415584
816832,108,3066,null,999,1649856284,0.15584415584415584
816832,108,3462,null,999,1649855833,0.15584415584415584
816832,108,3462,null,999,1649856322,0.15584415584415584
816832,108,3462,null,999,1649855984,0.15584415584415584
816832,108,3462,null,999,1649855952,0.15584415584415584
816832,108,3462,null,999,1649856044,0.15584415584415584
816832,108,3462,null,999,1649856247,0.15584415584415584
816832,108,3066,null,999,1649855767,0.15584415584415584
816925,108,0,null,999,1649878193,1.0
817655,109,3478,30359,999,1649856792,0.046153846153846156
817655,109,3478,null,999,1649856817,0.046153846153846156
817655,109,3478,30359,999,1649856787,0.046153846153846156
817655,109,3478,30359,999,1649856752,0.046153846153846156
817655,109,3478,30359,999,1649856797,0.046153846153846156
