814880,102,0,null,999,1649650714,1.0
817460,108,0,null,999,1649650714,1.0
818151,109,0,null,999,1649650714,1.0
835904,23,8235,15493,999,1649649294,0.2857142857142857
835904,23,8235,null,999,1649650613,0.2857142857142857
835905,23,0,null,999,1649649073,1.0
836018,23,0,null,999,1649650714,1.0
862735,84,8653,22702,999,1649649052,1.0
862735,84,8653,22703,999,1649649073,1.0
862735,84,8653,22704,999,1649649083,1.0
862735,84,8653,22705,999,1649649132,1.0
862735,84,8653,1104,999,1649649163,1.0
862735,84,8653,22706,999,1649649191,1.0
862735,84,8653,22707,999,1649649223,1.0
862735,84,8653,22708,999,1649649242,1.0
862735,84,8653,22709,999,1649649274,1.0
862735,84,8653,27746,999,1649649314,1.0
862735,84,8653,22712,999,1649649334,1.0
862735,84,8653,22713,999,1649649361,1.0
862735,84,8653,22714,999,1649649381,1.0
862735,84,8653,22715,999,1649649431,1.0
862735,84,8653,22716,999,1649649461,1.0
862735,84,8653,22717,999,1649649521,1.0
862735,84,8653,27747,999,1649649541,1.0
862735,84,8653,1105,999,1649649561,1.0
862735,84,8653,22718,999,1649649581,1.0
862735,84,8653,22719,999,1649649612,1.0
862735,84,8653,22720,999,1649649642,1.0
862735,84,8653,22721,999,1649649692,1.0
862735,84,8653,1246,999,1649649753,1.0
862735,84,8653,15774,999,1649649813,1.0
862735,84,8653,15777,999,1649649831,1.0
862735,84,8653,15781,999,1649649871,1.0
862735,84,8653,15783,999,1649649901,1.0
862735,84,8653,15787,999,1649649924,1.0
862735,84,8653,15788,999,1649649934,1.0
862735,84,8653,30388,999,1649649991,1.0
862735,84,8653,30389,999,1649650073,1.0
865233,G,0,null,999,1649650133,1.0
868255,XH,0,null,999,1649650714,1.0
905271,11,0,null,999,1649650714,1.0
