814240,101,107,18611,-7,1650232854,0:47:00
814240,101,107,18612,-7,1650232864,0:47:00
814240,101,107,18613,-6,1650232914,0:47:00
814245,101,1140,15358,-7,1650223564,0:47:00
814279,101,1140,15348,-22,1650209934,0:20:00
814282,101,1070,18632,-26,1650202504,0:20:00
814285,101,107,15348,-22,1650208074,0:20:00
814831,102,104,2099,-23,1650213474,0:41:00
814836,102,0,15333,-24,1650206182,0:41:00
814836,102,0,2099,-24,1650206202,0:41:00
814847,102,0,1957,-24,1650230453,0:21:00
814847,102,0,18632,-24,1650230464,0:21:00
814856,102,0,20431,-20,1650222123,0:21:00
814856,102,0,29523,-20,1650222132,0:21:00
814856,102,0,15334,-20,1650222172,0:21:00
814856,102,0,18843,-20,1650222314,0:21:00
814856,102,0,18844,-20,1650222354,0:21:00
814856,102,0,1957,-23,1650223314,0:21:00
814856,102,0,18632,-23,1650223324,0:21:00
814859,102,0,15348,-21,1650219854,0:21:00
814862,102,0,15348,-22,1650214374,0:21:00
814864,102,104,15348,-23,1650210772,0:21:00
814865,102,0,1957,-23,1650208923,0:21:00
814866,102,1190,1957,-24,1650207122,0:21:00
814866,102,1190,18632,-24,1650207132,0:21:00
814868,102,0,1957,-25,1650203442,0:21:00
814868,102,0,18632,-24,1650203453,0:21:00
814868,102,0,15348,-24,1650203474,0:21:00
815729,104,3476,1988,-6,1650224692,0:30:00
815729,104,3476,18708,-6,1650224704,0:30:00
815729,104,3476,30479,-6,1650224872,0:30:00
815729,104,3476,18712,-6,1650224883,0:30:00
815729,104,3476,29742,-6,1650224883,0:30:00
815729,104,3476,18713,-6,1650224933,0:30:00
815729,104,3476,18714,-6,1650224944,0:30:00
815729,104,3476,18715,-6,1650224994,0:30:00
815729,104,3476,18716,-7,1650225054,0:30:00
815729,104,3476,18717,-7,1650225063,0:30:00
815729,104,3476,18718,-7,1650225063,0:30:00
815729,104,3476,1989,-7,1650225132,0:30:00
815729,104,3476,18719,-7,1650225134,0:30:00
815729,104,3476,2225,-6,1650225304,0:30:00
815729,104,3476,18720,-6,1650225314,0:30:00
815729,104,3476,18721,-6,1650225314,0:30:00
815729,104,3476,18723,-6,1650225354,0:30:00
815729,104,3476,18725,-6,1650225413,0:30:00
815729,104,3476,18726,-6,1650225474,0:30:00
815729,104,3476,18727,-7,1650225543,0:30:00
815729,104,3476,18728,-7,1650225544,0:30:00
815729,104,3476,18729,-7,1650225544,0:30:00
815729,104,3476,18730,-7,1650225544,0:30:00
815729,104,3476,18734,-7,1650225831,0:30:00
815729,104,3476,14820,-7,1650226064,0:30:00
815731,104,3271,18670,-6,1650227172,0:30:00
815731,104,3271,18676,-6,1650227394,0:30:00
815731,104,3271,18677,-6,1650227404,0:30:00
815731,104,3271,18678,-6,1650227454,0:30:00
815731,104,3271,18679,-6,1650227514,0:30:00
815731,104,3271,30335,-6,1650227524,0:30:00
815731,104,3271,18681,-6,1650227524,0:30:00
815731,104,3271,18684,-6,1650227584,0:30:00
815731,104,3271,18686,-6,1650227644,0:30:00
815731,104,3271,18698,-6,1650227944,0:30:00
815731,104,3271,30784,-7,1650228003,0:30:00
815731,104,3271,18701,-7,1650228114,0:30:00
815731,104,3271,18702,-7,1650228123,0:30:00
815731,104,3271,18704,-7,1650228123,0:30:00
815731,104,3271,18705,-7,1650228172,0:30:00
815731,104,3271,18706,-7,1650228183,0:30:00
815731,104,3271,1988,-7,1650228232,0:30:00
815731,104,3271,18708,-8,1650228244,0:30:00
815731,104,3271,18709,-8,1650228292,0:30:00
815731,104,3271,18710,-8,1650228304,0:30:00
815731,104,3271,18711,-9,1650228351,0:30:00
815731,104,3271,30479,-7,1650228423,0:30:00
815731,104,3271,18712,-7,1650228424,0:30:00
815731,104,3271,29742,-7,1650228424,0:30:00
815731,104,3271,18713,-7,1650228474,0:30:00
815731,104,3271,18714,-7,1650228485,0:30:00
815731,104,3271,18715,-6,1650228532,0:30:00
815744,104,8359,1990,-6,1650203703,0:30:00
