814996,103,3471,18880,-6,1649803762,0:25:00
814996,103,3471,null,-6,1649803854,0:25:00
815349,104,3470,18734,-20,1649803496,0:30:00
815373,104,8306,18672,-34,1649812574,0:30:00
815373,104,8306,18673,-34,1649812574,0:30:00
815387,104,3273,18830,-20,1649794575,0:56:00
815390,104,3484,14820,-6,1649792455,0:17:00
815390,104,3484,18737,-6,1649792514,0:17:00
815390,104,3484,18738,-7,1649792575,0:17:00
815390,104,3484,18739,-6,1649792635,0:17:00
815390,104,3484,18740,-6,1649792649,0:17:00
815390,104,3484,18794,-6,1649795409,0:17:00
815390,104,3484,18795,-6,1649795414,0:17:00
815390,104,3484,18796,-6,1649795472,0:17:00
815390,104,3484,18798,-6,1649795482,0:17:00
815390,104,3484,18813,-6,1649796488,0:17:00
815390,104,3484,18814,-7,1649796557,0:17:00
815390,104,3484,30480,-6,1649796592,0:17:00
815390,104,3484,18815,-6,1649796609,0:17:00
815390,104,3484,18830,-20,1649797209,0:17:00
815391,104,3470,18802,-6,1649796776,0:56:00
815391,104,3470,18810,-6,1649797436,0:56:00
815391,104,3470,30480,-6,1649797676,0:56:00
815391,104,3470,18815,-6,1649797689,0:56:00
815391,104,3470,18816,-6,1649797734,0:56:00
815391,104,3470,18817,-6,1649797795,0:56:00
815391,104,3470,2202,-6,1649797812,0:56:00
815391,104,3470,18818,-6,1649797855,0:56:00
815391,104,3470,18820,-6,1649797916,0:56:00
815391,104,3470,18821,-6,1649797988,0:56:00
815391,104,3470,18822,-21,1649798053,0:56:00
815391,104,3470,18823,-21,1649798063,0:56:00
815391,104,3470,15497,-6,1649798453,0:56:00
815428,104,8348,18826,-25,1649804465,0:56:00
815428,104,8348,18827,-25,1649804515,0:56:00
815428,104,8348,18828,-25,1649804526,0:56:00
815428,104,8348,18829,-25,1649804526,0:56:00
815431,104,8200,18789,-6,1649798528,0:17:00
815431,104,8200,18794,-6,1649798814,0:17:00
815431,104,8200,18795,-6,1649798829,0:17:00
815431,104,8200,18796,-7,1649798875,0:17:00
815431,104,8200,18798,-7,1649798889,0:17:00
815431,104,8200,18799,-6,1649798996,0:17:00
815431,104,8200,18809,-6,1649799716,0:17:00
815431,104,8200,18810,-6,1649799792,0:17:00
815431,104,8200,1998,-6,1649799832,0:17:00
815431,104,8200,18811,-7,1649799849,0:17:00
815431,104,8200,18812,-7,1649799849,0:17:00
815431,104,8200,18813,-6,1649799896,0:17:00
