814987,103,8517,18878,-10,1650276604,0:25:00
815335,104,3492,30783,-6,1650278347,0:30:00
815335,104,3492,18697,-6,1650278355,0:30:00
815335,104,3492,18705,-6,1650278632,0:30:00
815335,104,3492,18706,-6,1650278647,0:30:00
815335,104,3492,1988,-6,1650278707,0:30:00
815335,104,3492,18708,-6,1650278712,0:30:00
815335,104,3492,18709,-6,1650278752,0:30:00
815335,104,3492,18710,-6,1650278767,0:30:00
815335,104,3492,18711,-6,1650278815,0:30:00
815335,104,3492,30479,-7,1650278887,0:30:00
815335,104,3492,18712,-6,1650278895,0:30:00
815335,104,3492,29742,-6,1650278895,0:30:00
815335,104,3492,18713,-6,1650278935,0:30:00
815335,104,3492,18714,-6,1650278948,0:30:00
815335,104,3492,18715,-7,1650278995,0:30:00
815335,104,3492,18716,-7,1650279067,0:30:00
815335,104,3492,18717,-7,1650279072,0:30:00
815335,104,3492,18718,-7,1650279072,0:30:00
815335,104,3492,1989,-8,1650279132,0:30:00
815335,104,3492,18719,-8,1650279143,0:30:00
815335,104,3492,2225,-8,1650279295,0:30:00
815335,104,3492,18720,-8,1650279307,0:30:00
815335,104,3492,18721,-8,1650279307,0:30:00
815335,104,3492,18723,-9,1650279415,0:30:00
815335,104,3492,14820,-10,1650280125,0:30:00
815336,104,8340,18718,-6,1650281168,0:30:00
815336,104,8340,1989,-6,1650281214,0:30:00
815336,104,8340,18719,-6,1650281228,0:30:00
815336,104,8340,2225,-7,1650281395,0:30:00
815336,104,8340,18720,-7,1650281409,0:30:00
815336,104,8340,18721,-7,1650281409,0:30:00
815336,104,8340,18723,-6,1650281515,0:30:00
815336,104,8340,18725,-6,1650281587,0:30:00
815336,104,8340,18728,-7,1650281694,0:30:00
815336,104,8340,18729,-7,1650281708,0:30:00
815336,104,8340,18730,-7,1650281708,0:30:00
815336,104,8340,14820,-7,1650282232,0:30:00
815340,104,8516,2225,-6,1650285352,0:30:00
815340,104,8516,14820,-6,1650286192,0:30:00
815340,104,8516,null,-6,1650286792,0:30:00
815341,104,3485,null,-66,1650282832,0:31:00
815341,104,3485,18666,-6,1650284229,0:31:00
815341,104,3485,18667,-6,1650284275,0:31:00
815341,104,3485,18669,-6,1650284469,0:31:00
815341,104,3485,18670,-6,1650284476,0:31:00
815341,104,3485,18671,-7,1650284533,0:31:00
815341,104,3485,14817,-6,1650284573,0:31:00
815341,104,3485,18672,-6,1650284588,0:31:00
815341,104,3485,18673,-6,1650284588,0:31:00
815341,104,3485,18674,-6,1650284632,0:31:00
815341,104,3485,18675,-7,1650284713,0:31:00
815341,104,3485,18676,-7,1650284715,0:31:00
815341,104,3485,18677,-7,1650284755,0:31:00
815341,104,3485,18678,-8,1650284815,0:31:00
815341,104,3485,18679,-25,1650284875,0:31:00
815341,104,3485,30335,-25,1650284889,0:31:00
815341,104,3485,18681,-25,1650284889,0:31:00
815346,104,8341,18666,-6,1650281352,0:30:00
815346,104,8341,1985,-7,1650281515,0:30:00
815346,104,8341,18668,-7,1650281529,0:30:00
815346,104,8341,18669,-7,1650281587,0:30:00
815346,104,8341,18670,-7,1650281592,0:30:00
815346,104,8341,18671,-6,1650281635,0:30:00
815346,104,8341,14817,-7,1650281694,0:30:00
815346,104,8341,18672,-6,1650281773,0:30:00
815346,104,8341,18673,-6,1650281783,0:30:00
