814822,102,110,18600,999,1650230562,0:41:00
814857,102,0,null,999,1650228372,0:42:00
817456,108,0,null,999,1650248154,0:43:00
818124,109,0,15497,999,1650222423,0:18:00
818124,109,0,19102,999,1650222723,0:18:00
818124,109,0,19892,999,1650222752,0:18:00
818124,109,0,19103,999,1650222772,0:18:00
818124,109,0,19194,999,1650222843,0:18:00
818124,109,0,null,999,1650225831,0:18:00
818127,109,0,15497,999,1650228364,0:18:00
818127,109,0,19102,999,1650227902,0:18:00
818127,109,0,15497,999,1650228013,0:18:00
818127,109,0,19102,999,1650228202,0:18:00
818127,109,0,15497,999,1650228321,0:18:00
818127,109,0,19102,999,1650228351,0:18:00
818127,109,0,15497,999,1650228752,0:18:00
818127,109,0,19102,999,1650228882,0:18:00
818127,109,0,null,999,1650231234,0:18:00
818129,109,0,null,999,1650234853,1:30:00
818131,109,0,null,999,1650241614,1:30:00
818133,109,0,15497,999,1650245984,0:18:00
818133,109,0,19102,999,1650246191,0:18:00
818133,109,0,19892,999,1650246221,0:18:00
818133,109,0,19103,999,1650246242,0:18:00
818133,109,0,19194,999,1650246302,0:18:00
818133,109,0,null,999,1650249073,0:18:00
818136,109,0,null,999,1650254754,1:30:00
818146,109,0,null,999,1650234973,1:30:00
818148,109,0,null,999,1650238554,1:30:00
818150,109,3464,null,999,1650243074,1:30:00
818150,109,3464,19973,999,1650243193,1:30:00
818150,109,3464,19974,999,1650243222,1:30:00
818150,109,3464,19976,999,1650243283,1:30:00
818150,109,3464,19977,999,1650243322,1:30:00
818150,109,3464,19979,999,1650243334,1:30:00
818150,109,3464,19980,999,1650243352,1:30:00
818150,109,3464,19981,999,1650243354,1:30:00
818150,109,3464,19982,999,1650243354,1:30:00
818150,109,3464,29793,999,1650243382,1:30:00
818150,109,3464,19983,999,1650243404,1:30:00
818150,109,3464,19984,999,1650243432,1:30:00
818150,109,3464,19985,999,1650243452,1:30:00
818150,109,3464,19986,999,1650243472,1:30:00
818150,109,3464,29794,999,1650243474,1:30:00
818150,109,3464,31848,999,1650243474,1:30:00
818150,109,3464,14840,999,1650243524,1:30:00
818150,109,3464,19988,999,1650243532,1:30:00
818150,109,3464,19992,999,1650243611,1:30:00
818150,109,3464,2047,999,1650243681,1:30:00
818150,109,3464,19210,999,1650243744,1:30:00
818150,109,3464,19211,999,1650243871,1:30:00
818150,109,3464,19212,999,1650243893,1:30:00
818150,109,3464,19213,999,1650243931,1:30:00
818150,109,3464,14842,999,1650243944,1:30:00
818150,109,3464,31501,999,1650243971,1:30:00
818150,109,3464,19994,999,1650243974,1:30:00
