816825,108,0,null,999,1650280332,0:43:00
816825,108,0,19676,999,1650280714,0:43:00
816825,108,0,null,999,1650281335,0:43:00
816845,108,0,null,999,1650286792,0:43:00
816898,108,0,null,999,1650277014,0:43:00
816940,108,0,null,999,1650285894,0:43:00
818136,109,0,null,999,1650255952,1:30:00
819724,113,3274,19612,999,1650283573,0:18:00
819724,113,3274,1148,999,1650283675,0:18:00
824730,124,0,null,999,1650255952,1:00:00
826339,139,0,null,999,1650286792,0:53:00
826342,139,0,null,999,1650278655,0:53:00
826353,139,0,null,999,1650283935,0:53:00
831127,16,0,15575,999,1650286243,0:26:00
831127,16,0,17225,999,1650286328,0:26:00
831127,16,0,null,999,1650286402,0:26:00
831171,16,0,null,999,1650286792,0:26:00
831464,16,0,null,999,1650254832,0:26:00
834885,21,0,null,999,1650256313,0:16:00
835367,23,0,null,999,1650286792,0:15:00
836018,23,0,null,999,1650256573,0:15:00
836020,23,0,null,999,1650255173,0:15:00
837792,28,8193,523,999,1650281112,0:18:00
838454,3,0,null,999,1650286791,0:26:00
838460,3,0,null,999,1650281004,0:26:00
838460,3,0,19016,999,1650281474,0:26:00
838460,3,0,null,999,1650283074,0:26:00
838461,3,0,null,999,1650280254,0:26:00
838469,3,0,null,999,1650276433,0:26:00
838590,3,0,null,999,1650286014,0:26:00
838595,3,0,null,999,1650283254,0:26:00
838617,3,0,null,999,1650278955,0:26:00
841186,33,0,null,999,1650255411,0:35:00
842079,38,3059,31382,999,1650254593,0:29:00
842416,4,0,null,999,1650286793,0:22:00
842465,4,0,31307,999,1650278993,0:23:00
842465,4,0,null,999,1650283316,0:23:00
846861,47,0,null,999,1650286792,0:46:00
846915,47,0,null,999,1650270534,0:46:00
846918,47,0,null,999,1650286793,0:46:00
846982,47,0,null,999,1650266531,0:46:00
846984,47,0,24973,999,1650278572,0:44:00
846984,47,0,null,999,1650282194,0:44:00
847016,47,0,null,999,1650274554,0:46:00
847527,47,0,null,999,1650254933,0:46:00
852181,54,0,null,999,1650254994,0:27:00
853206,56,0,null,999,1650256313,1:00:00
853417,57,3449,null,999,1650286544,0:21:00
853824,57,0,null,999,1650254514,0:21:00
853870,58,3173,23042,999,1650278803,0:20:00
853870,58,3173,23677,999,1650279091,0:20:00
855807,6,0,null,999,1650254933,1:00:00
856786,60,7410,341,999,1650254932,0:30:00
856914,61,0,null,999,1650286614,0:30:00
857152,61,0,null,999,1650254711,0:30:00
858385,66,0,21923,999,1650276162,0:35:00
858385,66,0,21924,999,1650276162,0:35:00
858385,66,0,21925,999,1650276162,0:35:00
858487,66,0,null,999,1650280645,0:35:00
858494,66,0,null,999,1650284152,0:35:00
858501,66,0,null,999,1650285954,0:35:00
858558,66,0,21845,999,1650283674,0:35:00
858558,66,0,21846,999,1650283772,0:35:00
858558,66,0,null,999,1650284152,0:35:00
858563,66,0,21830,999,1650279534,0:35:00
858563,66,0,null,999,1650280134,0:35:00
858568,66,0,null,999,1650286791,0:35:00
858624,66,0,21825,999,1650273852,0:35:00
858624,66,0,null,999,1650275271,0:35:00
860289,7,0,null,999,1650255894,0:29:00
861328,75,0,null,999,1650286791,0:24:00
863324,9,0,null,999,1650286792,0:26:00
864629,G,0,null,999,1650285256,0:35:00
864638,G,0,null,999,1650273804,0:35:00
864638,G,0,105,999,1650273934,0:35:00
864638,G,0,28171,999,1650274024,0:35:00
864638,G,0,null,999,1650275204,0:35:00
864638,G,0,24470,999,1650275345,0:35:00
864638,G,0,24471,999,1650275364,0:35:00
864638,G,0,24472,999,1650275394,0:35:00
864638,G,0,24473,999,1650275425,0:35:00
864638,G,0,24474,999,1650275445,0:35:00
864638,G,0,24475,999,1650275465,0:35:00
864638,G,0,24476,999,1650275532,0:35:00
864638,G,0,28181,999,1650275574,0:35:00
864638,G,0,185,999,1650275585,0:35:00
864638,G,0,24479,999,1650275585,0:35:00
864638,G,0,24480,999,1650275585,0:35:00
864638,G,0,24481,999,1650275585,0:35:00
864638,G,0,24482,999,1650275662,0:35:00
864638,G,0,null,999,1650277253,0:35:00
864731,G,0,6248,999,1650277631,0:22:00
864731,G,0,null,999,1650278053,0:22:00
864731,G,0,28289,999,1650278195,0:22:00
864731,G,0,24497,999,1650278255,0:22:00
864731,G,0,24498,999,1650278275,0:22:00
864731,G,0,24499,999,1650278287,0:22:00
864731,G,0,24500,999,1650278303,0:22:00
864731,G,0,24501,999,1650278323,0:22:00
864731,G,0,24502,999,1650278363,0:22:00
864731,G,0,194,999,1650278422,0:22:00
864731,G,0,24503,999,1650278426,0:22:00
864731,G,0,24504,999,1650278452,0:22:00
864731,G,0,24505,999,1650278528,0:22:00
864731,G,0,24506,999,1650278573,0:22:00
864731,G,0,24507,999,1650278593,0:22:00
864731,G,0,24508,999,1650278633,0:22:00
864731,G,0,24509,999,1650278675,0:22:00
864731,G,0,24510,999,1650278693,0:22:00
864731,G,0,24511,999,1650278735,0:22:00
864731,G,0,24512,999,1650278752,0:22:00
