819587,113,0,null,999,1649761615,0:26:00
819589,113,0,null,999,1649765095,0:26:00
819610,113,0,null,999,1649768393,0:26:00
819708,113,0,null,999,1649758754,0:26:00
819712,113,0,null,999,1649767555,0:26:00
833084,2,0,null,999,1649768394,0:14:00
833184,2,0,3061,999,1649761194,0:15:00
833184,2,0,null,999,1649764976,0:15:00
833511,20,0,null,999,1649736494,0:59:00
833516,20,0,25907,999,1649761094,0:59:00
833516,20,0,23731,999,1649762413,0:59:00
833516,20,0,410,999,1649762604,0:59:00
833516,20,0,null,999,1649763232,0:59:00
833520,20,0,null,999,1649754192,0:59:00
833520,20,0,22498,999,1649754673,0:59:00
833520,20,0,null,999,1649756353,0:59:00
833527,20,0,1107,999,1649767792,0:59:00
833527,20,0,null,999,1649768393,0:59:00
833615,20,0,null,999,1649758613,0:59:00
833643,20,0,null,999,1649765001,0:59:00
833643,20,0,23297,999,1649765394,0:59:00
833643,20,0,null,999,1649765632,0:59:00
835379,23,0,null,999,1649738214,0:15:00
839288,31,0,null,999,1649768394,0:20:00
839352,31,0,null,999,1649767636,0:20:00
839799,32,0,null,999,1649737391,0:13:00
839819,32,0,null,999,1649762475,0:13:00
839819,32,8273,19477,999,1649763294,0:13:00
841358,37,0,null,999,1649759936,1:00:00
841367,37,0,null,999,1649768394,1:00:00
841370,37,0,31566,999,1649748184,1:25:00
841370,37,0,24289,999,1649748253,1:25:00
841370,37,0,24290,999,1649748282,1:25:00
841370,37,0,24920,999,1649748344,1:25:00
841370,37,0,24921,999,1649748354,1:25:00
841370,37,0,24922,999,1649748382,1:25:00
841370,37,0,21245,999,1649748421,1:25:00
841370,37,0,24923,999,1649748424,1:25:00
841370,37,0,24924,999,1649748441,1:25:00
841370,37,0,24925,999,1649748471,1:25:00
841370,37,0,24926,999,1649748492,1:25:00
841370,37,0,24927,999,1649748513,1:25:00
841370,37,0,28171,999,1649748591,1:25:00
841370,37,0,null,999,1649751534,1:25:00
841404,37,0,null,999,1649764435,1:00:00
841409,37,0,null,999,1649755314,1:00:00
842806,40,3402,22315,999,1649768109,0:15:00
842806,40,3402,null,999,1649768394,0:15:00
842845,40,8072,null,999,1649767536,0:18:00
842845,40,8072,25809,999,1649767735,0:18:00
842845,40,8072,null,999,1649767954,0:18:00
845410,45,0,null,999,1649762516,0:11:00
845420,45,0,null,999,1649756724,0:11:00
845420,45,0,16495,999,1649756802,0:11:00
845420,45,0,null,999,1649758512,0:11:00
845470,45,0,null,999,1649766716,0:11:00
845494,45,0,null,999,1649768394,0:11:00
845501,45,0,null,999,1649764435,0:11:00
845515,45,0,null,999,1649760175,0:11:00
845522,45,0,16603,999,1649755513,0:10:00
845522,45,0,null,999,1649756574,0:10:00
846918,47,0,null,999,1649768394,0:46:00
847785,48,7410,2885,999,1649737191,0:31:00
847785,48,7410,null,999,1649738174,0:31:00
852260,55,7436,382,999,1649764185,0:23:00
852260,55,7436,null,999,1649766414,0:23:00
852848,56,0,null,999,1649737914,1:00:00
853379,57,0,null,999,1649767874,0:21:00
864636,G,0,null,999,1649753253,0:35:00
864636,G,0,105,999,1649753403,0:35:00
864636,G,0,28171,999,1649753464,0:35:00
864636,G,0,null,999,1649756574,0:35:00
864650,G,0,null,999,1649766558,0:35:00
864723,G,0,null,999,1649751893,0:35:00
864730,G,0,null,999,1649757024,0:35:00
864730,G,0,24492,999,1649757134,0:35:00
864730,G,0,null,999,1649759265,0:35:00
864730,G,0,24553,999,1649759385,0:35:00
864730,G,0,24554,999,1649759407,0:35:00
864730,G,0,98,999,1649759483,0:35:00
864730,G,0,21792,999,1649759493,0:35:00
864730,G,0,21794,999,1649759493,0:35:00
864730,G,0,1182,999,1649759515,0:35:00
864730,G,0,16591,999,1649759527,0:35:00
864730,G,0,24555,999,1649759542,0:35:00
864730,G,0,24556,999,1649759594,0:35:00
864730,G,0,18577,999,1649759605,0:35:00
864730,G,0,18578,999,1649759634,0:35:00
864730,G,0,24347,999,1649759647,0:35:00
864730,G,0,11468,999,1649759647,0:35:00
864730,G,0,18136,999,1649759767,0:35:00
864730,G,0,null,999,1649761334,0:35:00
864758,G,0,null,999,1649766655,0:35:00
864758,G,0,31325,999,1649766863,0:35:00
864758,G,0,null,999,1649768394,0:35:00
