['649449'],['15'],"['8079', '8079', '8079', '8079', '8079', '8079', '8079', '8079', '8079', '8079', '8079', '8079', '8079', '8079', '8079', '8079', '8079', '8079', '8079', '8079', '8079']","['349', '21053', '21056', '21060', '21061', '350', '30292', '21067', '21068', '21071', '21078', '21080', '352', '21086', '21090', '21095', '20978', '31540', '24039', '21098', '15044']","['0', '-1', '-1', '-3', '-3', '-2', '-3', '-4', '-6', '-6', '-6', '-7', '-10', '-12', '-11', '-10', '-9', '-9', '-9', '-9', '-9']","['0', '0', '-1', '-2', '-3', '-2', '-2', '-3', '-4', '-5', '-6', '-7', '-10', '-12', '-11', '-10', '-10', '-9', '-9', '-9', '-9']","['1644371337', '1644371452', '1644371575', '1644371692', '1644371812', '1644371932', '1644372056', '1644372173', '1644372293', '1644372416', '1644372532', '1644372652', '1644372772', '1644372892', '1644373017', '1644373136', '1644373253', '1644373372', '1644373496', '1644373616', '1644373733']",[]
['650823'],['310'],['4628'],['27684'],['-14'],['-14'],['1644377834'],[]
['650825'],['310'],"['4628', '4628', '4628', '4628', '4628', '4628', '4628']","['809', '2321', '16406', '19544', '29053', '27679', 'null']","['0', '-14', '-14', '-14', '-14', '-14', '-14']","['0', '-14', '-14', '-14', '-14', '-14', '-14']","['1644374466', '1644374705', '1644374824', '1644374945', '1644375065', '1644375184', '1644375912']",[]
['650826'],['310'],"['4628', '4628', '4628', '4628', '4628', '4628', '4628', '4628', '4628']","['809', '27684', '16404', '21263', '19544', '29054', '27679', '31567', 'null']","['-14', '-14', '-14', '-14', '-14', '-14', '-14', '-14', '-14']","['-14', '-14', '-14', '-14', '-14', '-14', '-14', '-14', '-14']","['1644371575', '1644371692', '1644371812', '1644371932', '1644372056', '1644372173', '1644372293', '1644372416', '1644372772']",[]
['650856'],['310'],"['4628', '4628', '4628', '4628', '4628', '4628', '4628', '4628']","['809', '2321', '29047', '19544', '29053', '27679', '31567', 'null']","['-14', '-14', '-14', '-14', '-14', '-14', '-14', '-14']","['-14', '-14', '-14', '-14', '-14', '-14', '-14', '-14']","['1644376274', '1644376394', '1644376512', '1644376633', '1644376873', '1644376994', '1644377115', '1644377714']",[]
['650931'],['311'],"['4628', '4628', '4628', '4628', '4628', '4628', '4628', '4628', '4628', '4628']","['2321', '16404', '32406', '32410', '32412', '16421', '16425', '29054', '27679', 'null']","['1', '-12', '-12', '-12', '-12', '-12', '-12', '-12', '2', '2']","['1', '-12', '-12', '-12', '-12', '-12', '-12', '-12', '2', '2']","['1644372892', '1644373017', '1644373136', '1644373253', '1644373372', '1644373496', '1644373616', '1644373733', '1644373863', '1644374345']",[]
['650936'],['311'],"['4628', '4628']","['27679', 'null']","['2', '2']","['2', '2']","['1644370735', '1644371452']",[]
['651258'],['11'],['0'],['null'],['998'],['998'],['1644370735'],[]
['651259'],['11'],"['9030', '9030', '9030', '9030', '9030', '9030', '9030', '9030']","['20721', '21208', '20726', '20727', '20729', '20804', '31140', '283']","['3', '4', '3', '4', '4', '-6', '-11', '0']","['4', '4', '4', '4', '5', '4', '5', '4']","['1644370735', '1644370856', '1644370972', '1644371092', '1644371216', '1644371336', '1644371452', '1644371692']",[]
['651260'],['11'],"['9049', '9049', '9049', '9049', '9049', '9049', '9049', '9049', '9049', '9049', '9049', '9049', '9049', '9049']","['305', '24568', '20700', '20706', '20708', '20712', '20714', '20716', '20720', '20725', '20727', '20804', '20731', '20642']","['2', '1', '0', '1', '0', '1', '1', '1', '-1', '-1', '-1', '-1', '-1', '1']","['1', '1', '1', '2', '0', '1', '1', '2', '0', '0', '0', '-1', '-1', '-1']","['1644370856', '1644370972', '1644371092', '1644371216', '1644371336', '1644371452', '1644371575', '1644371692', '1644371812', '1644371932', '1644372056', '1644372173', '1644372293', '1644372416']",[]
['651261'],['11'],"['9079', '9079', '9079', '9079', '9079', '9079', '9079', '9079', '9079', '9079', '9079', '9079', '9079', '9079', '9079', '9079', '9079']","['305', '20697', '20699', '20704', '20708', '20711', '20715', '20719', '21208', '20724', '20727', '20729', '20804', '20642', '20643', '20646', '31140']","['1', '1', '0', '0', '0', '0', '0', '0', '1', '0', '1', '1', '0', '1', '0', '1', '-2']","['0', '1', '0', '0', '0', '0', '0', '-1', '0', '0', '0', '1', '1', '1', '1', '1', '1']","['1644372056', '1644372173', '1644372293', '1644372416', '1644372532', '1644372652', '1644372772', '1644372892', '1644373017', '1644373136', '1644373253', '1644373372', '1644373496', '1644373616', '1644373733', '1644373863', '1644373984']",[]
['651262'],['11'],"['9047', '9047', '9047', '9047', '9047', '9047', '9047', '9047', '9047', '9047', '9047', '9047', '9047', '9047']","['305', '20700', '20704', '20707', '20711', '20715', '20718', '20720', '20724', '20726', '20728', '20804', '20642', '20643']","['-2', '-2', '-1', '-2', '-2', '-1', '-1', '-1', '-2', '-1', '-2', '-2', '-2', '-3']","['-1', '-1', '-1', '-2', '-1', '-1', '-1', '-1', '-2', '-1', '-1', '-2', '-2', '-3']","['1644373372', '1644373496', '1644373616', '1644373733', '1644373863', '1644373984', '1644374105', '1644374225', '1644374345', '1644374465', '1644374585', '1644374705', '1644374824', '1644374945']",[]
['651263'],['11'],"['9030', '9030', '9030']","['305', '20646', '283']","['26', '-3', '-3']","['3', '3', '3']","['1644376512', '1644376633', '1644376752']",[]
['651264'],['11'],['9049'],['305'],['-4'],['1'],['1644377834'],[]
['651369'],['11'],['9079'],['null'],['-7'],['-7'],['1644371692'],[]
['651370'],['11'],['0'],['null'],['999'],['999'],['1644371216'],[1]
['651371'],['11'],['9047'],['null'],['-14'],['-14'],['1644372416'],[]
['651372'],['11'],['0'],['null'],['998'],['998'],['1644373017'],[]
['651373'],['11'],"['9030', '9030', '9030', '9030', '9030', '9030', '9030', '9030', '9030', '9030', '9030', '9030', '9030', '9030', '9030', '9030', '9030', '9030', '9030', '9030', '9030', '9030']","['20660', '20662', '20658', '20733', '301', '20739', '302', '20743', '20747', '20749', '20745', '20746', '20748', '20750', '20754', '20756', '20759', '20761', '20765', '25241', '305', 'null']","['0', '0', '1', '-2', '-4', '-4', '-7', '-9', '-8', '-8', '5', '6', '6', '5', '6', '6', '5', '6', '6', '6', '5', '-2']","['-1', '-1', '0', '-1', '-4', '-5', '-8', '-9', '-8', '-8', '-8', '-8', '-8', '-8', '5', '5', '4', '5', '6', '6', '5', '5']","['1644371812', '1644371932', '1644372056', '1644372173', '1644372293', '1644372416', '1644372532', '1644372652', '1644372772', '1644372892', '1644373017', '1644373136', '1644373253', '1644373372', '1644373496', '1644373616', '1644373733', '1644373863', '1644373984', '1644374105', '1644374225', '1644374824']",[]
['651374'],['11'],"['9049', '9049', '9049', '9049', '9049', '9049', '9049', '9049', '9049', '9049', '9049', '9049', '9049', '9049', '9049', '9049']","['283', '20660', '20661', '20658', '20733', '301', '283', '20748', '303', '20753', '20757', '20760', '304', '20766', '305', 'null']","['-6', '-7', '-10', '-11', '-13', '34', '28', '-1', '-2', '-2', '-2', '-3', '-4', '-29', '-25', '-5']","['-6', '-6', '-9', '-11', '-12', '-12', '-14', '-14', '-14', '-2', '-2', '-3', '-4', '-5', '-5', '-5']","['1644372772', '1644372892', '1644373017', '1644373136', '1644373253', '1644373372', '1644373863', '1644373984', '1644374105', '1644374225', '1644374345', '1644374465', '1644374585', '1644374705', '1644374945', '1644376152']",[]
['651375'],['11'],"['9079', '9079', '9079', '9079', '9079', '9079', '9079', '9079', '9079', '9079', '9079', '9079', '9079', '9079', '9079', '9079', '9079']","['283', '20660', '20658', '20734', '301', '20736', '20739', '317', '20744', '20749', '303', '20755', '20760', '20762', '20766', '25241', 'null']","['0', '-7', '-5', '-3', '-1', '2', '1', '2', '1', '0', '-1', '-2', '-2', '-2', '-2', '-3', '-3']","['0', '0', '0', '0', '0', '1', '1', '1', '1', '0', '-1', '-2', '-3', '-2', '-2', '-3', '-3']","['1644374105', '1644374225', '1644374345', '1644374465', '1644374585', '1644374824', '1644374945', '1644375065', '1644375184', '1644375305', '1644375425', '1644375545', '1644375665', '1644375794', '1644375912', '1644376034', '1644376152']",[]
['651376'],['11'],"['9047', '9047', '9047', '9047', '9047', '9047', '9047', '9047', '9047', '9047', '9047', '9047', '9047', '9047', '9047']","['283', '20660', '20661', '20658', '283', '20746', '20747', '20750', '20753', '20757', '20760', '20762', '20766', '305', 'null']","['-7', '-9', '-11', '-12', '28', '0', '-1', '-2', '-2', '-2', '-3', '-3', '-4', '-5', '-2']","['-8', '-8', '-12', '-12', '-14', '-14', '-14', '-2', '-3', '-3', '-3', '-4', '-5', '-5', '-5']","['1644375305', '1644375425', '1644375545', '1644375665', '1644376274', '1644376394', '1644376512', '1644376633', '1644376752', '1644376872', '1644376994', '1644377115', '1644377233', '1644377475', '1644377834']",[]
['651377'],['11'],['9030'],['283'],['-11'],['-11'],['1644377834'],[]
['652252'],['13'],['0'],['null'],['998'],['998'],['1644371216'],[]
['652253'],['13'],"['9060', '9060', '9060', '9060', '9060', '9060', '9060', '9060', '9060', '9060', '9060', '9060']","['20774', '20781', '319', '20787', '20792', '20796', '321', '20801', '20804', '20731', '20642', '20645']","['-2', '-3', '-2', '-3', '-4', '-5', '-5', '-3', '-1', '5', '6', '5']","['-1', '-2', '-2', '-2', '-3', '-4', '-5', '-5', '-5', '-5', '-5', '-5']","['1644370735', '1644370856', '1644370972', '1644371092', '1644371216', '1644371337', '1644371452', '1644371575', '1644371692', '1644372173', '1644372293', '1644372416']",[]
['652254'],['13'],"['9071', '9071', '9071', '9071', '9071', '9071', '9071', '9071', '9071', '9071', '9071', '9071', '9071', '9071']","['20776', '20779', '20781', '20843', '20786', '320', '20793', '20797', '20800', '20802', '20804', '20645', '31140', '283']","['1', '2', '2', '2', '2', '1', '2', '1', '2', '3', '-2', '-1', '-3', '-1']","['1', '2', '1', '1', '1', '1', '2', '1', '2', '2', '2', '2', '2', '2']","['1644371932', '1644372056', '1644372173', '1644372293', '1644372416', '1644372532', '1644372652', '1644372772', '1644372892', '1644373017', '1644373136', '1644373253', '1644373372', '1644373496']",[]
['652255'],['13'],"['9042', '9042', '9042', '9042', '9042', '9042', '9042', '9042', '9042', '9042', '9042']","['20774', '20779', '20843', '20784', '20788', '20795', '321', '20804', '20642', '20645', '31140']","['1', '0', '0', '0', '-1', '-1', '-2', '-2', '-2', '-2', '-4']","['1', '-1', '0', '0', '-1', '-1', '-2', '-3', '-1', '-2', '-2']","['1644373372', '1644373496', '1644373616', '1644373733', '1644373863', '1644373984', '1644374105', '1644374345', '1644374585', '1644374705', '1644374824']",[]
['652256'],['13'],"['9060', '9060', '9060', '9060', '9060', '9060', '9060', '9060', '9060', '9060', '9060', '9060', '9060', '9060']","['20775', '20777', '20781', '319', '20788', '20793', '321', '20799', '20804', '20731', '20732', '20643', '20645', '31140']","['1', '2', '0', '1', '0', '0', '-1', '0', '-1', '0', '1', '2', '1', '2']","['1', '2', '1', '1', '1', '1', '1', '0', '-1', '-1', '-1', '-1', '-1', '-1']","['1644374824', '1644374945', '1644375065', '1644375184', '1644375305', '1644375425', '1644375545', '1644375665', '1644375794', '1644375912', '1644376034', '1644376152', '1644376274', '1644376394']",[]
['652257'],['13'],"['9071', '9071', '9071', '9071', '9071', '9071', '9071', '9071', '9071', '9071', '9071', '9071', '9071']","['20777', '20781', '20782', '20843', '20784', '320', '20792', '20796', '321', '20790', '20802', '20645', '31140']","['1', '2', '1', '1', '2', '3', '2', '3', '3', '4', '4', '24', '25']","['1', '2', '2', '2', '2', '3', '3', '4', '4', '4', '4', '4', '4']","['1644376394', '1644376512', '1644376633', '1644376752', '1644376872', '1644376994', '1644377115', '1644377233', '1644377354', '1644377475', '1644377592', '1644377714', '1644377834']",[]
['652374'],['13'],"['9004', '9004', '9004', '9004', '9004', '9004', '9004', '9004', '9004', '9004']","['20659', '20815', '20818', '20820', '20823', '324', '31218', '20831', '20833', '20836']","['5', '5', '6', '5', '6', '6', '7', '6', '6', '6']","['5', '5', '6', '6', '7', '6', '7', '6', '6', '6']","['1644370735', '1644370856', '1644370972', '1644371092', '1644371216', '1644371336', '1644371452', '1644371575', '1644371692', '1644371812']",[]
['652375'],['13'],"['9042', '9042', '9042', '9042', '9042', '9042', '9042', '9042', '9042', '9042', '9042', '9042', '9042', '9042']","['20658', '20733', '20734', '20807', '20810', '20814', '20817', '323', '20823', '324', '20827', '20831', '325', 'null']","['1', '0', '1', '0', '-2', '-1', '-1', '-2', '-2', '-1', '-1', '-21', '-19', '-1']","['0', '1', '1', '0', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-2', '-2', '-2']","['1644370735', '1644370856', '1644370972', '1644371092', '1644371216', '1644371337', '1644371452', '1644371575', '1644371692', '1644371812', '1644371932', '1644372056', '1644372173', '1644373253']",[]
['652393'],['13'],"['9071', '9071', '9071', '9071', '9071']","['20827', '31218', '20831', '30865', 'null']","['8', '10', '9', '9', '0']","['8', '9', '9', '9', '9']","['1644370735', '1644370856', '1644370972', '1644371092', '1644371812']",[]
['652394'],['13'],['0'],['null'],['998'],['998'],['1644373372'],[]
['652395'],['13'],"['9060', '9060', '9060', '9060', '9060', '9060', '9060', '9060', '9060', '9060', '9060', '9060', '9060', '9060', '9060']","['283', '20662', '20733', '301', '20807', '20810', '322', '20816', '20820', '20822', '20825', '20827', '20831', '325', 'null']","['5', '-5', '-5', '-7', '-8', '-8', '-8', '-9', '-10', '-19', '-17', '-15', '-13', '-11', '-1']","['0', '0', '0', '-6', '-7', '-7', '-7', '-9', '-8', '-9', '-9', '-9', '-9', '-9', '-9']","['1644372532', '1644372652', '1644372772', '1644372892', '1644373017', '1644373136', '1644373253', '1644373372', '1644373496', '1644373616', '1644373733', '1644373863', '1644373984', '1644374105', '1644374705']",[]
