677998,26,3335,496,2,1644375794
677998,26,3335,15660,2,1644375912
677998,26,3335,15665,1,1644376034
677998,26,3335,497,1,1644376152
677998,26,3335,15786,1,1644376274
677998,26,3335,15793,1,1644376393
677998,26,3335,15795,3,1644376512
677998,26,3335,15799,2,1644376632
677998,26,3335,15817,3,1644376752
677998,26,3335,15822,2,1644376872
677998,26,3335,30996,3,1644376994
677998,26,3335,15724,3,1644377114
677998,26,3335,15728,3,1644377232
677998,26,3335,15733,3,1644377353
677998,26,3335,15737,2,1644377474
677998,26,3335,15740,3,1644377592
677998,26,3335,27721,3,1644377713
677998,26,3335,15749,2,1644377834
700603,64,3447,25596,5,1644370735
700603,64,3447,21803,5,1644370856
700603,64,3447,21637,5,1644370972
700603,64,3447,24624,5,1644371092
700603,64,3447,24630,5,1644371216
700603,64,3447,24634,5,1644371336
700603,64,3447,21256,5,1644371452
700603,64,3447,24640,3,1644371575
700603,64,3447,24642,5,1644371692
700603,64,3447,24644,5,1644371812
700603,64,3447,25915,5,1644371932
700603,64,3447,24665,5,1644372056
700603,64,3447,24668,6,1644372173
700603,64,3447,24670,7,1644372293
700603,64,3447,24673,6,1644372416
700603,64,3447,24678,6,1644372532
700603,64,3447,24682,6,1644372652
700603,64,3447,30882,6,1644372772
700603,64,3447,24209,999,1644373016
700603,64,3447, null,999,1644373732
800986,104,0,18640,0,1644376872
800986,104,0,18643,0,1644376994
800986,104,0,18648,0,1644377114
800986,104,0,2197,999,1644377232
800986,104,0, null,999,1644377834
806731,117,3457,2215,999,1644371336
806731,117,3457,30013,999,1644371452
806731,117,3457,25606,999,1644371574
806731,117,3457,2217,999,1644371692
806731,117,3457,25333,999,1644371812
806731,117,3457,25340,999,1644371932
806731,117,3457,32464,999,1644372056
806731,117,3457,14785,999,1644372172
806731,117,3457,19959,999,1644372292
806731,117,3457,19960,999,1644372416
806731,117,3457,30014,999,1644372532
806731,117,3457,2145,999,1644372652
806731,117,3457,25624,999,1644372771
806731,117,3457,30020,999,1644372892
806731,117,3457,25654,999,1644373016
806731,117,3457,31707,999,1644373136
806731,117,3457,30354,999,1644373252
806731,117,3457,25640,999,1644373372
806731,117,3457,25666,999,1644373495
806731,117,3457,32427,999,1644373616
806731,117,3457,30023,999,1644373732
806731,117,3457,25678,999,1644373863
806731,117,3457,25680,999,1644373984
806731,117,3457,29800,999,1644374104
806731,117,3457,31525,9,1644374944
806731,117,3457,29918,10,1644375064
806731,117,3457,15065,10,1644375184
806747,117,3457,30593,999,1644371216
810586,120,3500,18654,999,1644370734
810586,120,3500,18656,999,1644370856
810586,120,3500,18662,999,1644370972
810586,120,3500,18664,999,1644371092
810586,120,3500,1985,999,1644371216
810586,120,3500,14817,999,1644371336
810586,120,3500,18677,999,1644371452
810586,120,3500,30478,999,1644371574
810586,120,3500,18688,999,1644371692
810586,120,3500,1987,999,1644371812
810586,120,3500,18697,999,1644371932
810586,120,3500,18917,999,1644372055
810586,120,3500,31561,999,1644372172
810586,120,3500,31155,999,1644372292
810586,120,3500,31562,999,1644372416
810586,120,3500,30336,999,1644372532
810586,120,3500,18926,999,1644372652
810586,120,3500,2181,999,1644372771
810586,120,3500, null,999,1644373252
810599,120,3500,18927,999,1644373372
810599,120,3500,31930,999,1644373495
810599,120,3500,31156,999,1644373732
810599,120,3500,18935,999,1644373862
810599,120,3500,29721,999,1644373984
810599,120,3500,18773,999,1644374104
810599,120,3500,18777,999,1644374224
810599,120,3500,18784,999,1644374344
810599,120,3500,1995,999,1644374465
810599,120,3500,18792,999,1644374585
810599,120,3500,18799,999,1644374705
810599,120,3500,18803,999,1644374824
810599,120,3500,2200,999,1644374944
810599,120,3500,18809,999,1644375064
810599,120,3500,18813,999,1644375184
810599,120,3500,18817,999,1644375305
810599,120,3500,18819,999,1644375424
810599,120,3500,18824,999,1644375544
810599,120,3500,15497,999,1644375664
810599,120,3500, null,999,1644376752
